Sample_ID,Y2015,Y2016,BLM,ROCK,NO_SPECIES,DAYS,NO3,NH4,PMN,FAB,MUS,OAT,PEA,PTT,SPW,WEEDS,TOT_MASS,Biomass
BLM16-406-D17,0,1,1,0,1,17,10.215,8.55,82.265,NA,NA,NA,NA,NA,NA,NA,NA,No
BLM16-406-D33,0,1,1,0,1,33,4.035,2.595,66.935,NA,NA,NA,NA,NA,NA,NA,NA,No
BLM16-411-D02,0,1,1,0,0,2,18.16,5.245,78.185,NA,NA,NA,NA,NA,NA,NA,NA,No
BLM16-411-D17,0,1,1,0,0,17,19.505,9.23,71.36,NA,NA,NA,NA,NA,NA,NA,NA,No
BLM16-411-D33,0,1,1,0,0,33,6,5.225,58.51,NA,NA,NA,NA,NA,NA,NA,NA,No
BLM16-413-D02,0,1,1,0,1,2,4.755,5.57,77.47,NA,NA,NA,NA,NA,NA,NA,NA,No
BLM16-413-D17,0,1,1,0,1,17,9.76,6.79,74.27,NA,NA,NA,NA,NA,NA,NA,NA,No
BLM16-413-D33,0,1,1,0,1,33,5.93,5.635,79.715,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK15-501-D06,1,0,0,1,5,6,22.245,7.87,82.035,5.752173368,164.8928963,0,9.901634446,36.28445442,22.6891147,140.8291896,380.3494629,Yes
ROCK15-501-D18,1,0,0,1,5,18,22.015,7.725,127.165,5.752173368,164.8928963,0,9.901634446,36.28445442,22.6891147,140.8291896,380.3494629,Yes
ROCK15-501-D32,1,0,0,1,5,32,16.355,8.295,25.365,5.752173368,164.8928963,0,9.901634446,36.28445442,22.6891147,140.8291896,380.3494629,Yes
ROCK15-502-D06,1,0,0,1,1,6,17.86,5.93,74.09,12.57960826,0,0,0,0,0,386.3681139,398.9477222,Yes
ROCK15-502-D18,1,0,0,1,1,18,27.06,9.065,123.425,12.57960826,0,0,0,0,0,386.3681139,398.9477222,Yes
ROCK15-502-D32,1,0,0,1,1,32,12.45,7.18,32.205,12.57960826,0,0,0,0,0,386.3681139,398.9477222,Yes
ROCK15-503-D06,1,0,0,1,1,6,20.44,8.595,103.17,0,0,211.7884219,0,0,0,387.5578846,599.3463065,Yes
ROCK15-503-D18,1,0,0,1,1,18,19.545,8.485,99.72,0,0,211.7884219,0,0,0,387.5578846,599.3463065,Yes
ROCK15-503-D32,1,0,0,1,1,32,15.195,6.21,68.405,0,0,211.7884219,0,0,0,387.5578846,599.3463065,Yes
ROCK15-504-D06,1,0,0,1,1,6,21.87,6.86,85.105,0,0,0,0,109.8914632,0,99.28636334,209.1778266,Yes
ROCK15-504-D18,1,0,0,1,1,18,22.015,6.27,91.41,0,0,0,0,109.8914632,0,99.28636334,209.1778266,Yes
ROCK15-504-D32,1,0,0,1,1,32,26.72,6.955,64.65,0,0,0,0,109.8914632,0,99.28636334,209.1778266,Yes
ROCK15-505-D06,1,0,0,1,1,6,27.955,8.245,103.905,0,0,0,59.14195363,0,0,259.1122248,318.2541785,Yes
ROCK15-505-D18,1,0,0,1,1,18,20.235,6.35,108.365,0,0,0,59.14195363,0,0,259.1122248,318.2541785,Yes
ROCK15-505-D32,1,0,0,1,1,32,13.155,7.28,65.33,0,0,0,59.14195363,0,0,259.1122248,318.2541785,Yes
ROCK15-506-D06,1,0,0,1,1,6,16.03,6.51,104.06,0,0,0,0,0,87.6424505,102.1616425,189.804093,Yes
ROCK15-506-D18,1,0,0,1,1,18,20.91,5.875,101.515,0,0,0,0,0,87.6424505,102.1616425,189.804093,Yes
ROCK15-506-D32,1,0,0,1,1,32,34.905,7.035,86.88,0,0,0,0,0,87.6424505,102.1616425,189.804093,Yes
ROCK15-507-D06,1,0,0,1,5,6,27.34,8.465,95.275,0,120.6928923,23.8834369,0,16.09463635,10.21432241,128.5348926,299.4201805,Yes
ROCK15-507-D18,1,0,0,1,5,18,16.985,6.375,95.725,0,120.6928923,23.8834369,0,16.09463635,10.21432241,128.5348926,299.4201805,Yes
ROCK15-507-D32,1,0,0,1,5,32,22.94,6.495,78.905,0,120.6928923,23.8834369,0,16.09463635,10.21432241,128.5348926,299.4201805,Yes
ROCK15-508-D06,1,0,0,1,5,6,21.27,6.395,112.695,2.421717324,185.6928982,26.62693947,32.26736419,66.11961068,0,142.7129932,455.841523,Yes
ROCK15-508-D18,1,0,0,1,5,18,22.425,5.82,98.76,2.421717324,185.6928982,26.62693947,32.26736419,66.11961068,0,142.7129932,455.841523,Yes
ROCK15-508-D32,1,0,0,1,5,32,35.605,6.845,72.05,2.421717324,185.6928982,26.62693947,32.26736419,66.11961068,0,142.7129932,455.841523,Yes
ROCK15-509-D06,1,0,0,1,5,6,23.725,6.59,103.685,3.8728446,0,48.57496001,22.98179176,56.06557172,32.77212351,192.2371978,356.5044894,Yes
ROCK15-509-D18,1,0,0,1,5,18,25.445,8.01,NA,3.8728446,0,48.57496001,22.98179176,56.06557172,32.77212351,192.2371978,356.5044894,Yes
ROCK15-509-D32,1,0,0,1,5,32,16.425,6.86,22.68,3.8728446,0,48.57496001,22.98179176,56.06557172,32.77212351,192.2371978,356.5044894,Yes
ROCK15-511-D06,1,0,0,1,5,6,22.225,6.54,100.63,0,228.4827326,44.93358387,3.294592525,0,11.62125387,89.22288633,377.5550492,Yes
ROCK15-511-D18,1,0,0,1,5,18,21.865,7.46,132.345,0,228.4827326,44.93358387,3.294592525,0,11.62125387,89.22288633,377.5550492,Yes
ROCK15-511-D32,1,0,0,1,5,32,15.015,5.875,85.135,0,228.4827326,44.93358387,3.294592525,0,11.62125387,89.22288633,377.5550492,Yes
ROCK15-512-D06,1,0,0,1,5,6,21.255,7.015,114.295,0,298.2420609,43.38724606,12.98194453,14.0511325,18.74970661,145.0429608,532.4550514,Yes
ROCK15-512-D18,1,0,0,1,5,18,21.855,7.38,97.91,0,298.2420609,43.38724606,12.98194453,14.0511325,18.74970661,145.0429608,532.4550514,Yes
ROCK15-512-D32,1,0,0,1,5,32,11.02,6.41,72.87,0,298.2420609,43.38724606,12.98194453,14.0511325,18.74970661,145.0429608,532.4550514,Yes
ROCK15-513-D06,1,0,0,1,1,6,20.265,5.8,97.555,0,362.9335922,0,0,0,0,109.0523977,471.9859899,Yes
ROCK15-513-D18,1,0,0,1,1,18,13.655,5.72,112.965,0,362.9335922,0,0,0,0,109.0523977,471.9859899,Yes
ROCK15-513-D32,1,0,0,1,1,32,17.97,6.89,78.465,0,362.9335922,0,0,0,0,109.0523977,471.9859899,Yes
ROCK15-514-D06,1,0,0,1,1,6,17.75,7.865,92.53,0,0,0,0,0,0,202.1519535,202.1519535,Yes
ROCK15-514-D18,1,0,0,1,1,18,11.86,4.49,89.06,0,0,0,0,0,0,202.1519535,202.1519535,Yes
ROCK15-514-D32,1,0,0,1,1,32,32.32,10.49,96.61,0,0,0,0,0,0,202.1519535,202.1519535,Yes
ROCK15-601-D06,1,0,0,1,1,6,24.065,8.46,95.34,0,0,0,0,0,0,347.0065339,347.0065339,Yes
ROCK15-601-D18,1,0,0,1,1,18,18.45,6.81,115.85,0,0,0,0,0,0,347.0065339,347.0065339,Yes
ROCK15-601-D32,1,0,0,1,1,32,24.85,12.905,107.76,0,0,0,0,0,0,347.0065339,347.0065339,Yes
ROCK15-602-D06,1,0,0,1,1,6,21.685,8.195,87.935,0,0,0,0,0,152.2206046,141.7710914,293.991696,Yes
ROCK15-602-D18,1,0,0,1,1,18,17.95,7.69,94.89,0,0,0,0,0,152.2206046,141.7710914,293.991696,Yes
ROCK15-602-D32,1,0,0,1,1,32,22.71,7.65,72.795,0,0,0,0,0,152.2206046,141.7710914,293.991696,Yes
ROCK15-603-D06,1,0,0,1,5,6,17.23,6.985,78.285,0,155.6386582,14.35600071,0,21.03991567,5.24316458,178.108671,374.3864101,Yes
ROCK15-603-D18,1,0,0,1,5,18,21.905,6.78,108.955,0,155.6386582,14.35600071,0,21.03991567,5.24316458,178.108671,374.3864101,Yes
ROCK15-603-D32,1,0,0,1,5,32,22.93,8.06,78.49,0,155.6386582,14.35600071,0,21.03991567,5.24316458,178.108671,374.3864101,Yes
ROCK15-604-D06,1,0,0,1,5,6,26.28,8,82.05,9.296730159,168.0217101,31.1163073,43.96361408,0,24.89330732,89.520329,366.811998,Yes
ROCK15-604-D18,1,0,0,1,5,18,15.845,6.78,140.87,9.296730159,168.0217101,31.1163073,43.96361408,0,24.89330732,89.520329,366.811998,Yes
ROCK15-604-D32,1,0,0,1,5,32,22.73,6.7,89.22,9.296730159,168.0217101,31.1163073,43.96361408,0,24.89330732,89.520329,366.811998,Yes
ROCK15-605-D06,1,0,0,1,5,6,24.86,10.295,104.355,0,119.2386549,31.96429901,37.13336128,18.6694512,27.33198852,120.4047929,354.7425478,Yes
ROCK15-605-D18,1,0,0,1,5,18,16.915,6.9,128.465,0,119.2386549,31.96429901,37.13336128,18.6694512,27.33198852,120.4047929,354.7425478,Yes
ROCK15-605-D32,1,0,0,1,5,32,18.735,7.335,35.875,0,119.2386549,31.96429901,37.13336128,18.6694512,27.33198852,120.4047929,354.7425478,Yes
ROCK15-606-D06,1,0,0,1,1,6,21.595,7.12,92.155,0,353.5030829,0,0,0,0,78.46537642,431.9684593,Yes
ROCK15-606-D18,1,0,0,1,1,18,16.29,7.29,101.03,0,353.5030829,0,0,0,0,78.46537642,431.9684593,Yes
ROCK15-606-D32,1,0,0,1,1,32,34.075,7.845,75.37,0,353.5030829,0,0,0,0,78.46537642,431.9684593,Yes
ROCK15-607-D06,1,0,0,1,5,6,21.855,7.615,97.055,0,225.1776475,16.80021209,22.08894826,7.920620935,0,155.1064378,427.0938666,Yes
ROCK15-607-D18,1,0,0,1,5,18,15.155,5.675,95.865,0,225.1776475,16.80021209,22.08894826,7.920620935,0,155.1064378,427.0938666,Yes
ROCK15-607-D32,1,0,0,1,5,32,17.5,5.76,88.9,0,225.1776475,16.80021209,22.08894826,7.920620935,0,155.1064378,427.0938666,Yes
ROCK15-608-D06,1,0,0,1,1,6,17.36,6.03,83.165,0,0,119.806263,0,0,0,274.2322272,394.0384903,Yes
ROCK15-608-D18,1,0,0,1,1,18,16.185,5.625,96.855,0,0,119.806263,0,0,0,274.2322272,394.0384903,Yes
ROCK15-608-D32,1,0,0,1,1,32,13.715,4.475,73.67,0,0,119.806263,0,0,0,274.2322272,394.0384903,Yes
ROCK15-609-D06,1,0,0,1,5,6,20.94,9.68,87.235,5.22881599,232.1844278,0,13.78550368,37.83751735,25.31538676,142.0189603,456.3706119,Yes
ROCK15-609-D18,1,0,0,1,5,18,16.87,7.035,110.355,5.22881599,232.1844278,0,13.78550368,37.83751735,25.31538676,142.0189603,456.3706119,Yes
ROCK15-609-D32,1,0,0,1,5,32,11.705,5.72,91.935,5.22881599,232.1844278,0,13.78550368,37.83751735,25.31538676,142.0189603,456.3706119,Yes
ROCK15-610-D06,1,0,0,1,1,6,17.63,6.47,89.26,23.09433377,0,0,0,0,0,260.8968809,283.9912146,Yes
ROCK15-610-D18,1,0,0,1,1,18,17.025,6.12,91.06,23.09433377,0,0,0,0,0,260.8968809,283.9912146,Yes
ROCK15-610-D32,1,0,0,1,1,32,17.92,6.325,88.095,23.09433377,0,0,0,0,0,260.8968809,283.9912146,Yes
ROCK15-612-D06,1,0,0,1,5,6,22.34,8.41,121.02,4.562724781,0,110.6778818,16.24082332,100.9000463,10.87089043,231.7970729,475.0494395,Yes
ROCK15-612-D18,1,0,0,1,5,18,16.755,5.755,85.315,4.562724781,0,110.6778818,16.24082332,100.9000463,10.87089043,231.7970729,475.0494395,Yes
ROCK15-612-D32,1,0,0,1,5,32,23.5,6.15,94.25,4.562724781,0,110.6778818,16.24082332,100.9000463,10.87089043,231.7970729,475.0494395,Yes
ROCK15-613-D06,1,0,0,1,1,6,20.775,6.27,66.125,0,0,0,84.36478258,0,0,274.9758339,359.3406165,Yes
ROCK15-613-D18,1,0,0,1,1,18,19.97,7.87,105.375,0,0,0,84.36478258,0,0,274.9758339,359.3406165,Yes
ROCK15-613-D32,1,0,0,1,1,32,14.895,6.235,50.045,0,0,0,84.36478258,0,0,274.9758339,359.3406165,Yes
ROCK15-614-D06,1,0,0,1,1,6,18.725,5.275,69.535,0,0,0,0,128.2421278,0,121.6937112,249.935839,Yes
ROCK15-614-D18,1,0,0,1,1,18,14.895,6.675,91.32,0,0,0,0,128.2421278,0,121.6937112,249.935839,Yes
ROCK15-614-D32,1,0,0,1,1,32,16.485,6.265,44.87,0,0,0,0,128.2421278,0,121.6937112,249.935839,Yes
ROCK15-701-D06,1,0,0,1,1,6,18.72,3.41,51.15,0,0,0,0,0,0,219.6019235,219.6019235,Yes
ROCK15-701-D18,1,0,0,1,1,18,12.55,6.075,79.95,0,0,0,0,0,0,219.6019235,219.6019235,Yes
ROCK15-701-D32,1,0,0,1,1,32,16.545,5.675,56.105,0,0,0,0,0,0,219.6019235,219.6019235,Yes
ROCK15-703-D06,1,0,0,1,5,6,8.55,6.755,84.74,0,46.17424147,16.94985768,0,2.648380994,0.834779334,24.42995798,91.03721747,Yes
ROCK15-703-D18,1,0,0,1,5,18,5,4.76,61.965,0,46.17424147,16.94985768,0,2.648380994,0.834779334,24.42995798,91.03721747,Yes
ROCK15-703-D32,1,0,0,1,5,32,10.52,5.675,63.25,0,46.17424147,16.94985768,0,2.648380994,0.834779334,24.42995798,91.03721747,Yes
ROCK15-704-D06,1,0,0,1,1,6,7.275,6.54,56.195,6.703732238,0,0,0,0,0,81.39022934,88.09396158,Yes
ROCK15-704-D18,1,0,0,1,1,18,7.28,3.905,48.6,6.703732238,0,0,0,0,0,81.39022934,88.09396158,Yes
ROCK15-704-D32,1,0,0,1,1,32,7.76,6.125,55.415,6.703732238,0,0,0,0,0,81.39022934,88.09396158,Yes
ROCK15-705-D06,1,0,0,1,1,6,NA,NA,NA,0,0,0,0,232.297344,0,18.62982591,250.9271699,Yes
ROCK15-705-D18,1,0,0,1,1,18,5.96,4.785,63.56,0,0,0,0,232.297344,0,18.62982591,250.9271699,Yes
ROCK15-705-D32,1,0,0,1,1,32,10.305,5.19,52.64,0,0,0,0,232.297344,0,18.62982591,250.9271699,Yes
ROCK15-706-D06,1,0,0,1,1,6,11.435,5.085,42.07,0,0,273.4922887,0,0,0,76.97816307,350.4704518,Yes
ROCK15-706-D18,1,0,0,1,1,18,7.64,4.97,55.185,0,0,273.4922887,0,0,0,76.97816307,350.4704518,Yes
ROCK15-706-D32,1,0,0,1,1,32,12.425,5.76,75.345,0,0,273.4922887,0,0,0,76.97816307,350.4704518,Yes
ROCK15-707-D06,1,0,0,1,5,6,9.88,5.69,78.93,0,75.69966788,0,2.848170774,1.912719607,9.510856679,43.61501022,133.5864252,Yes
ROCK15-707-D18,1,0,0,1,5,18,6.635,5.405,51.785,0,75.69966788,0,2.848170774,1.912719607,9.510856679,43.61501022,133.5864252,Yes
ROCK15-707-D32,1,0,0,1,5,32,9.21,5.805,52.86,0,75.69966788,0,2.848170774,1.912719607,9.510856679,43.61501022,133.5864252,Yes
ROCK15-708-D06,1,0,0,1,5,6,16.15,5.745,52.615,0,65.74034494,17.3489126,14.00871456,4.446664385,11.05848129,26.01631889,138.6194367,Yes
ROCK15-708-D18,1,0,0,1,5,18,13.72,7.765,67.51,0,65.74034494,17.3489126,14.00871456,4.446664385,11.05848129,26.01631889,138.6194367,Yes
ROCK15-708-D32,1,0,0,1,5,32,11.735,6.715,71.85,0,65.74034494,17.3489126,14.00871456,4.446664385,11.05848129,26.01631889,138.6194367,Yes
ROCK15-709-D06,1,0,0,1,1,6,6.35,4.41,37.075,0,305.9098582,0,0,0,0,10.69802137,316.6078796,Yes
ROCK15-709-D18,1,0,0,1,1,18,5.75,4.175,63.885,0,305.9098582,0,0,0,0,10.69802137,316.6078796,Yes
ROCK15-709-D32,1,0,0,1,1,32,8.375,6.78,28.51,0,305.9098582,0,0,0,0,10.69802137,316.6078796,Yes
ROCK15-710-D06,1,0,0,1,5,6,17.9,6.145,20.51,0,105.7979757,13.10895409,6.28561826,0,6.743891472,15.60582543,147.5422649,Yes
ROCK15-710-D18,1,0,0,1,5,18,9.89,5.28,47.82,0,105.7979757,13.10895409,6.28561826,0,6.743891472,15.60582543,147.5422649,Yes
ROCK15-710-D32,1,0,0,1,5,32,10.2,6.08,52.04,0,105.7979757,13.10895409,6.28561826,0,6.743891472,15.60582543,147.5422649,Yes
ROCK15-711-D06,1,0,0,1,1,6,17.725,6.735,65.585,0,0,0,0,0,154.5185926,74.94563815,229.4642308,Yes
ROCK15-711-D18,1,0,0,1,1,18,7.295,3.915,57.665,0,0,0,0,0,154.5185926,74.94563815,229.4642308,Yes
ROCK15-711-D32,1,0,0,1,1,32,10.275,7.375,51.265,0,0,0,0,0,154.5185926,74.94563815,229.4642308,Yes
ROCK15-712-D06,1,0,0,1,5,6,15.29,5.255,50.375,6.204163832,0,62.6416459,15.70511721,8.6971524,51.06223251,107.5651843,251.8754962,Yes
ROCK15-712-D18,1,0,0,1,5,18,7.675,4.865,57.935,6.204163832,0,62.6416459,15.70511721,8.6971524,51.06223251,107.5651843,251.8754962,Yes
ROCK15-712-D32,1,0,0,1,5,32,10.72,6.255,54.73,6.204163832,0,62.6416459,15.70511721,8.6971524,51.06223251,107.5651843,251.8754962,Yes
ROCK15-713-D06,1,0,0,1,1,6,18.675,6.315,63.16,0,0,0,37.31192998,0,0,137.8051891,175.1171191,Yes
ROCK15-713-D18,1,0,0,1,1,18,12.53,6.155,66.07,0,0,0,37.31192998,0,0,137.8051891,175.1171191,Yes
ROCK15-713-D32,1,0,0,1,1,32,6.795,5.52,44.885,0,0,0,37.31192998,0,0,137.8051891,175.1171191,Yes
ROCK15-714-D06,1,0,0,1,5,6,NA,NA,NA,0,64.94712453,44.48464709,11.01768882,9.60465211,0,280.1810806,410.2351932,Yes
ROCK15-714-D18,1,0,0,1,5,18,10.275,4.975,53.06,0,64.94712453,44.48464709,11.01768882,9.60465211,0,280.1810806,410.2351932,Yes
ROCK15-714-D32,1,0,0,1,5,32,6.07,6.035,49.48,0,64.94712453,44.48464709,11.01768882,9.60465211,0,280.1810806,410.2351932,Yes
ROCK15-801-D06,1,0,0,1,5,6,17.95,7.765,84.83,0,42.10526316,15.26315789,6.315789474,5.789473684,22.89473684,69.21052632,161.5789474,Yes
ROCK15-801-D18,1,0,0,1,5,18,6.74,3.97,48.45,0,42.10526316,15.26315789,6.315789474,5.789473684,22.89473684,69.21052632,161.5789474,Yes
ROCK15-801-D32,1,0,0,1,5,32,10.8,4.99,53.935,0,42.10526316,15.26315789,6.315789474,5.789473684,22.89473684,69.21052632,161.5789474,Yes
ROCK15-802-D06,1,0,0,1,1,6,17.045,11.39,36.16,0,0,207.6315789,0,0,0,48.94736842,256.5789474,Yes
ROCK15-802-D18,1,0,0,1,1,18,12.025,5.075,78.465,0,0,207.6315789,0,0,0,48.94736842,256.5789474,Yes
ROCK15-802-D32,1,0,0,1,1,32,15.24,6.02,61.06,0,0,207.6315789,0,0,0,48.94736842,256.5789474,Yes
ROCK15-803-D06,1,0,0,1,5,6,24.325,6.07,63.715,0,83.68421053,66.57894737,0,8.157894737,13.42105263,32.10526316,203.9473684,Yes
ROCK15-803-D18,1,0,0,1,5,18,18.865,7.05,100.955,0,83.68421053,66.57894737,0,8.157894737,13.42105263,32.10526316,203.9473684,Yes
ROCK15-803-D32,1,0,0,1,5,32,10.51,6.41,61.595,0,83.68421053,66.57894737,0,8.157894737,13.42105263,32.10526316,203.9473684,Yes
ROCK15-804-D06,1,0,0,1,5,6,18.27,5.56,49.97,1.315789474,0,44.73684211,6.052631579,27.89473684,13.15789474,40.78947368,133.9473684,Yes
ROCK15-804-D18,1,0,0,1,5,18,6.745,5.2,74.215,1.315789474,0,44.73684211,6.052631579,27.89473684,13.15789474,40.78947368,133.9473684,Yes
ROCK15-804-D32,1,0,0,1,5,32,12.125,8.34,64.68,1.315789474,0,44.73684211,6.052631579,27.89473684,13.15789474,40.78947368,133.9473684,Yes
ROCK15-805-D06,1,0,0,1,5,6,17.03,4.995,59.24,0,92.10526316,25.52631579,2.631578947,18.15789474,0,29.21052632,167.6315789,Yes
ROCK15-805-D18,1,0,0,1,5,18,10.47,5.29,78.53,0,92.10526316,25.52631579,2.631578947,18.15789474,0,29.21052632,167.6315789,Yes
ROCK15-805-D32,1,0,0,1,5,32,14.81,6.895,51.89,0,92.10526316,25.52631579,2.631578947,18.15789474,0,29.21052632,167.6315789,Yes
ROCK15-806-D06,1,0,0,1,5,6,16.44,7.535,58.01,0,161.5789474,37.10526316,6.052631579,0,5,11.31578947,221.0526316,Yes
ROCK15-806-D18,1,0,0,1,5,18,9.3,5.65,42.665,0,161.5789474,37.10526316,6.052631579,0,5,11.31578947,221.0526316,Yes
ROCK15-806-D32,1,0,0,1,5,32,13.63,13.095,68.755,0,161.5789474,37.10526316,6.052631579,0,5,11.31578947,221.0526316,Yes
ROCK15-807-D06,1,0,0,1,1,6,11.92,11.44,72.035,20,0,0,0,0,0,85,105,Yes
ROCK15-807-D18,1,0,0,1,1,18,11.2,6.88,72.21,20,0,0,0,0,0,85,105,Yes
ROCK15-807-D32,1,0,0,1,1,32,11.14,8.175,57.12,20,0,0,0,0,0,85,105,Yes
ROCK15-808-D06,1,0,0,1,5,6,18.265,18.345,62.055,0,150.2631579,0,4.736842105,12.36842105,22.63157895,26.57894737,216.5789474,Yes
ROCK15-808-D18,1,0,0,1,5,18,10.17,6.015,71.09,0,150.2631579,0,4.736842105,12.36842105,22.63157895,26.57894737,216.5789474,Yes
ROCK15-808-D32,1,0,0,1,5,32,7.54,6.78,58.13,0,150.2631579,0,4.736842105,12.36842105,22.63157895,26.57894737,216.5789474,Yes
ROCK15-809-D06,1,0,0,1,1,6,14.84,1.195,73.34,0,0,0,67.36842105,0,0,88.42105263,155.7894737,Yes
ROCK15-809-D18,1,0,0,1,1,18,9.48,5.06,68.1,0,0,0,67.36842105,0,0,88.42105263,155.7894737,Yes
ROCK15-809-D32,1,0,0,1,1,32,17.875,13.755,67.97,0,0,0,67.36842105,0,0,88.42105263,155.7894737,Yes
ROCK15-810-D06,1,0,0,1,1,6,17.61,5.265,44.455,0,0,0,0,0,0,153.9473684,153.9473684,Yes
ROCK15-810-D18,1,0,0,1,1,18,9.46,4.79,77.92,0,0,0,0,0,0,153.9473684,153.9473684,Yes
ROCK15-810-D32,1,0,0,1,1,32,12.32,6.68,58.825,0,0,0,0,0,0,153.9473684,153.9473684,Yes
ROCK15-811-D06,1,0,0,1,1,6,17.345,4.97,51.57,0,0,0,0,0,0,202.8947368,202.8947368,Yes
ROCK15-811-D18,1,0,0,1,1,18,11.09,5.565,81.68,0,0,0,0,0,0,202.8947368,202.8947368,Yes
ROCK15-811-D32,1,0,0,1,1,32,8.88,7.1,62.705,0,0,0,0,0,0,202.8947368,202.8947368,Yes
ROCK15-812-D06,1,0,0,1,1,6,18.94,15.195,44.55,0,310.5263158,0,0,0,0,30.26315789,340.7894737,Yes
ROCK15-812-D18,1,0,0,1,1,18,8.955,3.84,64.105,0,310.5263158,0,0,0,0,30.26315789,340.7894737,Yes
ROCK15-812-D32,1,0,0,1,1,32,10.71,7.325,71.545,0,310.5263158,0,0,0,0,30.26315789,340.7894737,Yes
ROCK15-814-D06,1,0,0,1,1,6,17.155,11.295,48.105,0,0,0,0,0,148.9473684,36.57894737,185.5263158,Yes
ROCK15-814-D18,1,0,0,1,1,18,7.97,4.97,72.48,0,0,0,0,0,148.9473684,36.57894737,185.5263158,Yes
ROCK15-814-D32,1,0,0,1,1,32,8.795,6.3,55.045,0,0,0,0,0,148.9473684,36.57894737,185.5263158,Yes
ROCK15-WF1-D06,1,0,0,1,0,6,21.235,11.405,40.59,0,0,0,0,0,0,0,0,Yes
ROCK15-WF1-D18,1,0,0,1,0,18,11.08,4.465,39.255,0,0,0,0,0,0,0,0,Yes
ROCK15-WF1-D32,1,0,0,1,0,32,12.585,5.475,35.855,0,0,0,0,0,0,0,0,Yes
ROCK15-WF2-D06,1,0,0,1,0,6,21.115,9.47,43.745,0,0,0,0,0,0,0,0,Yes
ROCK15-WF2-D18,1,0,0,1,0,18,7.775,4.48,28.265,0,0,0,0,0,0,0,0,Yes
ROCK15-WF2-D32,1,0,0,1,0,32,11.94,5.645,33.395,0,0,0,0,0,0,0,0,Yes
ROCK15-WF3-D06,1,0,0,1,0,6,19.26,16.22,35.125,0,0,0,0,0,0,0,0,Yes
ROCK15-WF3-D18,1,0,0,1,0,18,10.08,5.67,28.425,0,0,0,0,0,0,0,0,Yes
ROCK15-WF3-D32,1,0,0,1,0,32,8.37,5.34,36.65,0,0,0,0,0,0,0,0,Yes
ROCK15-WF4-D06,1,0,0,1,0,6,19.255,15.7,35.71,0,0,0,0,0,0,0,0,Yes
ROCK15-WF4-D18,1,0,0,1,0,18,9.73,4.985,33,0,0,0,0,0,0,0,0,Yes
ROCK15-WF4-D32,1,0,0,1,0,32,14.33,5.815,35.67,0,0,0,0,0,0,0,0,Yes
ROCK16-501-D05,0,1,0,1,1,5,5.76,4.845,54.045,0,0,0,0,0,0,21.1814,21.1814,Yes
ROCK16-501-D14,0,1,0,1,1,14,5.925,3.84,53.23,0,0,0,0,0,0,21.1814,21.1814,Yes
ROCK16-501-D34,0,1,0,1,1,34,7.565,5.645,56.145,0,0,0,0,0,0,21.1814,21.1814,Yes
ROCK16-502-D05,0,1,0,1,0,5,4.97,5.26,53,0,0,0,0,0,0,0,0,Yes
ROCK16-502-D14,0,1,0,1,0,14,10.065,5.01,50.26,0,0,0,0,0,0,0,0,Yes
ROCK16-502-D34,0,1,0,1,0,34,6.295,5.215,59.28,0,0,0,0,0,0,0,0,Yes
ROCK16-503-D05,0,1,0,1,1,5,5.515,4.52,52.84,0,0,0,0,0,60.6892,1.4619,62.1511,Yes
ROCK16-503-D14,0,1,0,1,1,14,9.26,4.99,57.35,0,0,0,0,0,60.6892,1.4619,62.1511,Yes
ROCK16-503-D34,0,1,0,1,1,34,11.52,4.305,55.325,0,0,0,0,0,60.6892,1.4619,62.1511,Yes
ROCK16-504-D05,0,1,0,1,5,5,5.125,4.28,66.595,0.6572,2.7709,0,9.0982,0,24.7111,13.8263,51.0637,Yes
ROCK16-504-D14,0,1,0,1,5,14,9.645,5.935,66.515,0.6572,2.7709,0,9.0982,0,24.7111,13.8263,51.0637,Yes
ROCK16-504-D34,0,1,0,1,5,34,7.655,3.585,55.92,0.6572,2.7709,0,9.0982,0,24.7111,13.8263,51.0637,Yes
ROCK16-505-D05,0,1,0,1,1,5,4.88,5.005,55.145,13.5626,0,0,0,0,0,14.1402,27.7028,Yes
ROCK16-505-D14,0,1,0,1,1,14,5.7,3.51,51.685,13.5626,0,0,0,0,0,14.1402,27.7028,Yes
ROCK16-505-D34,0,1,0,1,1,34,6.905,4.815,54.705,13.5626,0,0,0,0,0,14.1402,27.7028,Yes
ROCK16-506-D05,0,1,0,1,5,5,5.275,4.88,63.6,0.6913,0.6951,62.671,10.5195,0,0,12.8187,87.3956,Yes
ROCK16-506-D14,0,1,0,1,5,14,5.485,3.355,58.53,0.6913,0.6951,62.671,10.5195,0,0,12.8187,87.3956,Yes
ROCK16-506-D34,0,1,0,1,5,34,12.715,4.755,58.915,0.6913,0.6951,62.671,10.5195,0,0,12.8187,87.3956,Yes
ROCK16-507-D05,0,1,0,1,5,5,5.315,4.78,56.77,0,0.9014,29.9553,8.1647,0.9128,22.8629,1.6478,64.4449,Yes
ROCK16-507-D14,0,1,0,1,5,14,9.605,4.44,58.72,0,0.9014,29.9553,8.1647,0.9128,22.8629,1.6478,64.4449,Yes
ROCK16-507-D34,0,1,0,1,5,34,14.06,4.79,60.265,0,0.9014,29.9553,8.1647,0.9128,22.8629,1.6478,64.4449,Yes
